846.55,888.64,1028.3,931.21,906.96,761.78,143.58,91.462,73.851,88.484,165.72,179.61,145.8,124.4,43.974,114.65,139.66,88.703,64.698,38.099,90.801,123.63,66.826,49.505,0.11313,0.068634,1.3986,1.5809,1.5588,1.8856,2.5531,2.89,2.2987,1.9727,1.9566,1.6585,1.3117,1.8119,1.6773,1.5559,1.5163,1.7589,2.0037,1.7471,1.7491,1.4165,22.319,36.436,34.289,59.572,72.555,97.388,31.944,39.813,48.455,15.081,0.72527,32.845,40.172,33.502,34.687,33.62,45.679,33.894,43.512,20.85,2,3,0,0,0,0,0,0,3,2800,597,0,0,0,0,0,0,596,20132,584,0,0,0,0,0,0,744,20813,90,0,0,0,0,0,0,95,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058148,0.92703,0.38982,0.97093,3.3797,3.2718,3.0707,3.2444,3.2911,4.0371,4.107,3.3098,3.3049,3.3373,3.8437,3.9702,3.4121,2.9443,3.3047,3.077,3.2548,3.1184,3.2628,3.1146,3.5993,3.2289,2.7529,2.9175,2.7018,1.704,1,1
946.58,930.03,1065.1,751.01,616.36,595.08,141.26,69.297,32.55,154.24,96.379,129.2,190.59,174.14,74.867,32.973,49.871,139.18,107.92,29.019,13.695,18.846,98.996,55.85,0.10377,0.11299,2.9332,3.083,3.1335,3.0845,3.1094,3.2724,4.2019,3.7005,3.1076,2.5741,2.5529,3.2016,2.6071,2.6285,3.5104,2.8018,2.7965,2.9094,2.7283,2.6467,30.031,32.778,42.127,39.034,39.753,96.027,148.48,82.88,53.683,27.359,25.366,51.639,25.696,25.479,54.912,37.52,40.672,40.224,30.967,18.052,2089,839,0,0,0,0,0,0,766,21616,2397,1,0,0,0,0,0,2281,19097,345,0,0,0,0,0,2,338,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13935,0.81761,0.33852,0.93041,4.3214,4.3344,4.1472,4.0315,3.7737,4.0249,4.1185,4.0413,3.7173,3.6994,4.0981,4.0976,3.903,3.5469,3.6533,3.8944,3.9686,3.6588,3.5237,3.6137,4.0413,3.993,3.7584,3.5381,3.4997,2.2712,1,1
508.33,573.41,683.21,621.89,607.82,503.52,125.73,81.158,65.454,91.905,145.58,159.56,130.54,113.28,47,104.45,126,83.203,63.815,37.88,83.869,112.11,64.178,49.261,0.088977,0.081664,1.9697,1.956,2.0763,2.0896,2.1433,2.1405,2.1219,1.9402,1.8611,1.8184,1.871,1.8171,1.7405,1.8721,1.8951,1.922,1.7274,1.7457,1.9932,2.0058,23.938,23.341,31.07,30.536,30.875,28.484,30.168,23.039,23.158,22.963,20.767,24.477,25.884,22.673,25.103,28.166,23.899,31.344,33.451,26.317,421,71,0,0,0,0,0,0,87,10274,1028,0,0,0,0,0,0,1013,41178,1291,0,0,0,0,0,0,1313,19021,62,1,0,0,0,0,1,61,43,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065088,0.92587,0.37678,0.96751,2.8164,3.1203,3.3555,3.4159,3.3317,2.983,3.2128,3.1565,3.0146,3.3372,2.7962,3.1965,3.2225,3.0659,3.1991,2.9069,3.4998,3.3779,3.2472,3.1215,3.1759,3.3375,3.3325,3.0103,3.1513,2.0788,1,1
978.94,986.46,1009.2,778.97,621.59,753.46,161.66,98.403,63.453,189.15,145.29,121.28,168.52,207.7,125.98,80.056,59.252,103.16,148.16,83.19,48.247,35.365,64.284,105.89,0.085545,0.060522,2.6927,2.5388,2.7114,2.905,2.6541,2.7538,3.4669,3.2572,2.9441,3.0318,3.0232,3.0523,3.6097,3.8179,3.5148,3.1683,4.166,5.0201,3.5889,3.3501,49.257,49.038,60.681,62.878,48.929,58.47,69.325,60.967,58.579,58.848,60.493,73.998,97.381,88.21,82.123,58.464,112.57,182.39,103.4,88.078,22,25,0,0,0,0,0,0,14,2147,342,0,0,0,0,0,0,305,3870,169,0,0,0,0,0,0,174,841,8,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13176,0.84815,0.32693,0.93412,3.5668,3.358,3.5641,3.6385,4.1069,3.641,3.5894,3.6533,4.2878,4.2972,3.7417,3.4513,3.5161,4.508,4.0221,4.1412,4.0311,3.9176,4.453,4.2426,4.2305,4.3414,4.0882,4.3724,4.0239,1.528,1,1
763.77,636.15,552.87,492.34,458.8,550.03,137.68,89.565,77.267,113.03,129.43,151.06,74.744,170.27,67.063,82.958,99.83,36.515,118.36,56.061,73.172,85.587,28.431,102.26,0.036052,0.045132,2.5129,2.5413,2.4661,2.5042,2.6073,2.4956,2.8292,2.9495,2.9207,2.9037,2.9067,3.1377,3.1332,2.981,3.0633,3.1715,2.7098,2.9494,2.3971,2.5704,62.85,70.374,71.566,75.313,75.744,70.292,83.414,81.644,68.355,63.567,68.485,74.107,72.392,66.803,81.324,78.092,65.182,84.814,50.313,61.298,1065,51,0,0,0,0,0,0,16,616,60,0,0,0,0,0,0,14,690,40,0,0,0,0,0,0,20,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066534,0.9729,0.24106,0.96673,2.7791,3.2035,3.7654,3.3279,3.1765,2.8676,3.7599,4.3809,4.0074,3.8401,3.3699,4.6302,4.263,3.7604,3.7213,3.8161,4.5346,3.5805,3.1819,3.0575,3.7977,4.4294,3.3026,3.1486,3.4342,1.4082,1,1
1052.5,1030.6,1238.2,1277.4,1558.8,881.53,143.59,125.12,110.83,94.055,129.53,165.29,189.19,127.4,65.448,98.929,147.57,180.81,117.57,48.063,74.881,130.92,169.88,114.06,0.078893,0.059986,2.793,2.7958,2.4547,2.4323,2.5917,3.4895,4.4357,5.7252,5.6119,5.7472,4.3334,3.8717,4.5665,2.4028,3.5899,4.3484,5.2323,4.5733,4.4197,3.011,33.349,28.013,42.76,50.838,39.877,54.361,65.726,109.7,99.049,141.56,81.03,54.256,71.791,39.723,54.65,68.747,85.815,67.84,63.318,36.814,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,7,945,303,4,0,0,0,0,0,260,25028,1694,18,1,0,0,0,7,1608,36007,384,3,0,0,0,0,6,367,1605,17,0,0,0,0,0,2,19,6,0,0,0,0,0,0,0,0,0,0.070795,0.89574,0.41409,0.96544,3.2344,3.3264,2.7489,2.9025,3.628,3.5224,3.4338,2.8087,2.9562,3.5155,2.9395,3.1956,3.2557,3.0923,3.2317,3.246,3.2857,3.6709,3.5623,3.5167,4.2757,4.6924,4.9083,4.3423,3.8409,2.0298,1,1
1059.5,1060.2,1112.9,1074,1063.3,1005.9,96.509,75.726,66.49,109.61,63.1,153.34,84.697,130.99,84.289,43.647,139.44,61.575,110.38,71.894,36.96,131.53,52.037,98.387,0.077998,0.063441,3.396,5.221,3.8771,3.0046,2.8381,2.7367,2.5798,3.0525,4.0409,3.4441,2.6734,2.8409,2.9722,2.8723,2.8303,2.7473,3.1185,3.0368,2.7436,3.0348,63.451,159.1,87.727,51.538,49.269,44.546,36.837,57.368,102.56,78.228,39.764,43.283,44.01,50.242,42.572,46.602,52.446,49.665,39.258,48.083,3626,324,0,0,0,0,0,0,338,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12383,0.67807,0.50688,0.93808,3.5378,3.8749,3.698,3.6372,3.4928,3.6476,3.8441,3.9329,3.3051,3.3628,3.5763,3.5614,3.7563,3.322,3.6427,3.69,3.6949,3.4168,3.6333,4.101,3.4886,3.6074,3.3704,3.6699,3.808,1.5032,1,1
134.33,167.9,250.33,362.86,574.08,225.03,145.53,98.827,100.78,137.38,153.14,154.41,147.62,121.9,84.558,116.49,109.4,97.64,69.857,78.924,132.5,113.98,95.619,60.675,0.18858,0.19994,2.1332,2.6577,2.6515,2.6185,2.5396,2.5245,2.4988,2.3374,2.5378,2.6155,2.9193,2.7965,3.0844,2.4698,2.9031,2.9222,3.6687,1.2779,3.0147,1.982,51.812,69.352,57.072,50.078,50.219,53.398,41.625,30.747,39.216,30.471,38.991,37.827,61.283,38.258,55.587,57.286,126.66,61.46,120.72,71.416,0,0,0,0,0,0,0,0,0,5076,459,0,0,0,0,0,0,498,9619,9,0,0,0,0,0,0,9,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06207,0.8672,0.48128,0.96896,3.2899,2.9467,3.1822,3.2608,3.6116,3.3166,3.3567,2.9391,2.7127,3.3003,3.4306,3.2727,2.3061,2.8618,3.3972,3.4116,3.435,2.7217,2.904,3.0962,3.3481,2.9671,2.9337,2.9835,3.1478,1.6871,1,1
1454.8,1149.6,1100.6,930.86,1006.1,829.86,133.79,89.941,90.689,155.23,59.242,122.41,169.63,116.46,101.28,34.348,93.743,129.43,64.437,90.601,45.89,114.35,127.1,67.719,0.21881,0.21171,4.1175,4.1384,3.3075,4.1003,3.6575,4.5794,4.9539,4.0953,2.7051,2.6935,2.3721,2.8768,3.931,3.731,3.1602,2.6374,2.9816,3.3782,2.9264,3.1484,128.74,125.82,66.825,134.11,101.47,159.02,158.59,118.31,40.185,45.339,19.631,36.973,85.806,84.516,61.158,55.556,61.423,70.092,38.354,54.665,2698,373,2,1,0,0,0,0,443,13092,636,29,10,2,0,0,4,701,3709,213,34,9,5,2,0,36,223,638,50,13,5,0,0,12,33,44,40,23,9,1,0,6,16,10,16,18,10,4,0,0,1,8,10,12,9,4,0,0,0,1,1,3,6,1,0.18768,0.85428,0.35997,0.93272,3.6285,3.7312,4.1935,3.869,4.2072,3.7039,4.4009,4.5594,4.549,4.742,4.2847,4.0976,4.3025,4.1234,4.6212,4.3592,3.4413,3.5514,4.3925,4.9938,4.4309,4.2931,4.279,4.5754,4.576,1.8087,2,1
297.33,327.07,397.25,415.85,485.26,330.45,139.09,100.42,94.525,158.1,125.42,148.97,139.16,100.83,127.37,81.944,111.5,96.916,62.963,126.41,73.468,105.92,88.458,59.045,0.10717,0.10051,2.0724,2.1271,2.1119,2.227,1.8973,1.6922,2.2793,2.115,2.3762,2.0881,1.8567,1.8961,2.3459,2.2096,1.8046,1.7811,2.0296,1.9219,1.8919,1.9746,28.967,26.505,29.18,43.461,23.613,21.802,55.076,30.949,49.89,25.727,11.92,15.026,43.717,32.734,15.521,18.053,32.379,19.79,17.211,20.409,439,74,0,0,0,0,0,0,67,3663,334,0,0,0,0,0,0,306,29730,1207,0,0,0,0,0,0,1295,6272,3,2,0,0,0,0,0,4,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076106,0.87791,0.49915,0.96204,3.5447,3.1905,3.4291,3.6158,3.4438,3.595,3.7133,3.2338,3.4874,3.3118,3.6924,3.7935,3.8783,3.6615,3.4837,3.6363,3.3511,3.2802,3.1622,3.0655,3.6322,3.3687,3.2333,3.3006,3.1434,2.3334,1,1
